"id","current_age","retirement_age","birth_year","birth_month","gender","address","latitude","longitude","per_capita_income","yearly_income","total_debt","credit_score","num_credit_cards","retirement_status","age_group","Debt_to_Income_Ratio","credit_limit_user"
1342,27,61,1993,1,"Female","883 Federal Street",42.91,-78.7,19983,40744,50803,717,1,"Not Retired","18-30",1.2468829766346,64
1371,86,65,1933,6,"Female","143 Catherine Boulevard",21.41,-157.79,24516,49529,1385,689,6,"Retired","60+",0.0279634153728119,106700
1067,76,63,1943,12,"Male","343 Lafayette Drive",37.54,-97.25,24531,41790,24676,719,5,"Retired","60+",0.59047619047619,64685
1019,81,57,1939,1,"Female","482 Grant Street",34.09,-117.96,15775,29928,2028,713,4,"Retired","60+",0.0677626303127506,22392
1568,47,67,1972,5,"Female","3816 Spruce Drive",40.67,-73.39,21077,42976,58765,748,3,"Not Retired","46-60",1.36739110201042,36538
1765,40,68,1979,3,"Male","9594 Burns Lane",33.46,-82.5,15755,32126,56283,770,3,"Not Retired","31-45",1.75194546473262,37130
1875,56,69,1963,4,"Male","4966 Grant Street",40.89,-81.58,22170,45202,71022,683,4,"Not Retired","46-60",1.57121366311225,56509
1111,20,65,1999,3,"Female","7132 Rose Avenue",26.63,-81.99,17120,34907,64107,742,3,"Not Retired","18-30",1.83650843670324,35567
1160,27,65,1992,4,"Male","238 Eighth Avenue",41.8,-80.06,16965,34591,65770,688,2,"Not Retired","18-30",1.90136162585644,17317
1574,22,69,1997,3,"Female","7318 Mill Lane",34.89,-77.54,15661,31933,65405,746,1,"Not Retired","18-30",2.04819465756428,13161
189,42,70,1978,2,"Male","9566 Tenth Street",30.44,-97.62,25584,52165,97248,730,4,"Not Retired","31-45",1.86423847407265,55690
466,58,64,1961,8,"Female","416 Madison Street",40.4,-81.35,14477,29519,45597,643,3,"Not Retired","46-60",1.54466614722721,15236
659,57,67,1962,5,"Male","5079 Sussex Avenue",38.73,-86.47,15981,32583,12501,812,7,"Not Retired","46-60",0.383666329067305,66996
942,37,65,1982,7,"Male","3914 Mill Street",30.3,-90.97,29006,59139,128870,742,4,"Not Retired","31-45",2.17910346810058,93261
1234,44,64,1975,10,"Male","7815 Hillside Avenue",29.76,-95.38,30499,62185,114235,749,1,"Not Retired","31-45",1.837018573611,65
841,22,67,1997,6,"Male","2429 Eighth Avenue",44.63,-123,17561,35800,65841,753,2,"Not Retired","18-30",1.83913407821229,28882
1388,26,71,1993,10,"Male","4379 Lake Avenue",39.09,-76.85,35553,72485,31605,691,2,"Not Retired","18-30",0.436021245774988,32289
1056,24,65,1995,3,"Female","215 Elm Lane",34.28,-119.22,25524,52036,26232,703,3,"Not Retired","18-30",0.504112537474056,97475
345,33,67,1986,7,"Male","67424 Tenth Boulevard",42.24,-85.48,17409,35499,80517,724,1,"Not Retired","31-45",2.26814839854644,7900
308,44,65,1976,1,"Male","3675 Bayview Drive",35.37,-85.38,15209,31015,103094,737,2,"Not Retired","31-45",3.32400451394487,7507
1922,79,65,1940,11,"Male","127 Valley Boulevard",32.85,-117.2,34848,53222,23051,640,1,"Retired","60+",0.433110367892977,24
1156,56,69,1963,6,"Female","9603 South Lane",40.74,-74.33,137428,280199,91367,752,5,"Not Retired","46-60",0.3260789653068,360766
561,48,67,1971,6,"Male","604 Pine Street",40.8,-91.12,18076,36853,112139,834,5,"Not Retired","46-60",3.04287303611646,66714
507,22,70,1998,2,"Male","79 Burns Drive",40.81,-74,18392,37497,0,695,1,"Not Retired","18-30",0,74
1522,88,66,1931,10,"Female","41740 First Street",40.94,-74.24,37030,31828,3777,593,3,"Retired","60+",0.118669096393113,56100
695,49,68,1970,7,"Female","530 Main Boulevard",29.48,-95.1,35246,71866,132580,662,1,"Not Retired","46-60",1.84482230818468,22676
285,62,69,1957,8,"Male","702 Elm Drive",36.95,-121.72,16920,34496,33122,731,5,"Not Retired","60+",0.960169294990724,51588
113,74,71,1946,1,"Female","4 Plum Boulevard",32.86,-97.21,26016,39003,10793,788,5,"Retired","60+",0.276722303412558,85437
1039,68,64,1951,3,"Male","29 Federal Boulevard",34.04,-118.21,12349,11566,9102,536,4,"Retired","60+",0.786961784540896,31331
176,45,71,1974,12,"Female","627 Ninth Drive",33.74,-84.31,25586,52172,66085,667,4,"Not Retired","31-45",1.26667561143909,62050
1104,91,66,1928,3,"Male","120 Lafayette Boulevard",26.23,-80.13,18266,40141,805,850,6,"Retired","60+",0.0200543085623178,91322
946,48,66,1971,5,"Male","2981 Ninth Boulevard",40.31,-79.38,19486,39733,79302,781,4,"Not Retired","46-60",1.99587244859437,33131
1465,29,65,1991,2,"Female","8463 Second Street",39.53,-84.08,25333,51651,22705,801,3,"Not Retired","18-30",0.43958490639097,64442
25,22,64,1997,3,"Female","814 Washington Street",33.36,-111.93,24122,49190,122458,630,1,"Not Retired","18-30",2.48948973368571,4000
571,42,68,1977,11,"Male","8580 Valley Stream Avenue",39.46,-77.96,18003,36711,84949,739,4,"Not Retired","31-45",2.31399308109286,49113
1396,22,61,1997,5,"Male","666 Lafayette Lane",39.21,-76.72,22728,46344,66994,732,3,"Not Retired","18-30",1.44558087346798,191
599,26,71,1993,3,"Male","4872 Lexington Avenue",40.36,-75.09,49534,100991,0,722,3,"Not Retired","18-30",0,178945
1074,62,65,1957,6,"Female","1305 Spruce Boulevard",44.66,-103.85,16097,32819,25393,826,5,"Not Retired","60+",0.773728632804168,53670
214,30,62,1989,8,"Male","437 Madison Street",41.83,-87.68,23446,47803,81929,652,1,"Not Retired","18-30",1.71388824969144,0
771,44,69,1975,9,"Male","919 Lafayette Drive",42.33,-122.79,18961,38661,88636,765,3,"Not Retired","31-45",2.29264633610098,23454
520,45,66,1974,4,"Male","3346 Hillside Street",40.26,-75.74,28278,57658,74288,766,5,"Not Retired","31-45",1.28842484997745,115556
288,45,69,1974,5,"Female","9891 Valley Drive",33.17,-90.48,10909,22249,20420,789,3,"Not Retired","31-45",0.917794058159917,11936
1979,38,68,1982,2,"Female","731 Lincoln Boulevard",26.37,-80.1,31706,64647,58250,738,4,"Not Retired","31-45",0.901047225702662,79047
1253,32,64,1987,10,"Female","1782 South Boulevard",41.44,-73.04,28814,58749,113308,768,6,"Not Retired","31-45",1.92867963710021,160041
311,46,68,1973,12,"Female","8070 Mill Lane",37.18,-113.6,14470,29510,47153,752,4,"Not Retired","46-60",1.59786513046425,26310
1346,53,65,1966,3,"Female","696 Oak Boulevard",36.81,-119.75,17985,36672,99454,655,2,"Not Retired","46-60",2.71198734729494,16313
1622,41,61,1979,1,"Female","1063 Federal Boulevard",42.15,-71.13,38878,79271,211919,759,1,"Not Retired","31-45",2.67334838717816,40176
852,35,68,1985,1,"Female","955 11th Street",29.82,-82.59,19693,40156,70128,738,3,"Not Retired","31-45",1.74638908257795,30578
1394,30,58,1989,4,"Female","341 Hill Drive",38.63,-90.24,28373,57853,131828,558,4,"Not Retired","18-30",2.27867180612933,97623
957,73,64,1946,9,"Female","862 Martin Luther King Drive",39.17,-77.26,33637,37789,24575,605,3,"Retired","60+",0.650321522136071,63791
515,61,63,1958,10,"Male","9525 First Boulevard",32.51,-94.76,20531,41865,60911,676,4,"Not Retired","60+",1.45493849277439,51575
1303,66,69,1953,3,"Male","602 First Street",41.31,-81.85,30381,61937,138153,684,7,"Not Retired","60+",2.23054071072219,157267
1287,32,67,1987,7,"Female","698 11th Lane",35.55,-77.05,15827,32274,72974,545,1,"Not Retired","31-45",2.26107702794819,10934
296,48,71,1971,3,"Male","9570 North Drive",40.81,-74.1,37170,75785,117920,814,3,"Not Retired","46-60",1.55598073497394,30087
1059,50,64,1969,4,"Male","9762 Pine Street",35.43,-82.5,22345,45560,79660,644,3,"Not Retired","46-60",1.74846356453029,55196
1378,46,67,1973,3,"Female","778 Main Avenue",44.27,-88.34,20013,40810,65643,614,4,"Not Retired","46-60",1.60850281793678,50882
1297,58,67,1961,11,"Male","669 Wessex Lane",34.99,-92.63,18817,38371,50530,703,3,"Not Retired","46-60",1.31687993536786,53161
1727,46,67,1973,10,"Female","31 Oak Avenue",34,-81.03,23917,48762,143208,771,6,"Not Retired","46-60",2.93687707641196,111975
310,26,61,1994,2,"Male","4840 Summit Lane",38.72,-121,28660,58435,134789,666,2,"Not Retired","18-30",2.30664841276632,48241
673,48,68,1971,7,"Male","1772 Essex Boulevard",37.27,-79.88,19188,39124,66231,722,4,"Not Retired","46-60",1.6928483795113,54011
1283,50,65,1970,1,"Male","720 Seventh Avenue",45.64,-122.37,31226,63673,147913,591,4,"Not Retired","46-60",2.32300975295651,91250
1239,34,65,1985,11,"Female","5449 Lexington Drive",33.78,-117.93,18679,38081,28613,811,4,"Not Retired","31-45",0.751372075313148,50107
1691,23,61,1996,11,"Female","5459 El Camino Avenue",35.12,-81.51,14443,29450,36002,692,1,"Not Retired","18-30",1.22247877758913,5400
1078,56,65,1963,12,"Female","291 Seventh Drive",40.6,-88.98,28237,57576,161107,589,2,"Not Retired","46-60",2.79816242878977,41336
124,31,70,1988,8,"Female","9833 Forest Street",34.6,-98.42,16829,34311,6971,680,4,"Not Retired","31-45",0.203170994724724,63142
99,63,65,1956,11,"Female","891 El Camino Lane",26.23,-80.13,26530,54095,76109,753,3,"Not Retired","60+",1.40695073481838,56814
1722,24,65,1995,9,"Female","162 Rose Drive",37.96,-121.26,12089,24648,32962,600,1,"Not Retired","18-30",1.33730931515742,3900
562,37,61,1982,8,"Female","1059 Elm Avenue",39.95,-104.9,32793,66863,89031,673,1,"Not Retired","31-45",1.33154360408597,7200
750,61,68,1959,1,"Female","475 Oak Boulevard",35.19,-80.83,14793,30165,36972,694,2,"Not Retired","60+",1.225658876181,11826
1223,53,67,1966,6,"Male","822 Ocean Street",41.8,-87.92,92938,189490,448929,717,3,"Not Retired","46-60",2.36914349042166,243814
1319,19,68,2000,3,"Female","671 George Drive",38.2,-84.55,23827,48582,189348,546,1,"Not Retired","18-30",3.89749289860442,27305
575,84,65,1935,12,"Male","6478 Valley Stream Avenue",40.15,-74.85,23207,26476,406,813,5,"Retired","60+",0.0153346426952712,88567
428,39,69,1980,11,"Male","6405 Fifth Avenue",42.99,-71.45,27706,56486,116394,689,2,"Not Retired","31-45",2.06058138299756,23100
828,59,71,1960,3,"Female","85 Littlewood Avenue",29.45,-98.5,17609,35906,69819,659,3,"Not Retired","46-60",1.94449395644182,22100
1580,19,61,2000,4,"Female","528 Spruce Lane",41.6,-87.05,27261,55587,151141,621,2,"Not Retired","18-30",2.71899904653966,23482
1570,21,67,1998,4,"Female","100 Seventh Drive",45.93,-88.25,18016,36733,0,761,3,"Not Retired","18-30",0,8837
846,48,66,1971,11,"Female","58 Catherine Drive",41.26,-96.01,33232,67761,0,745,4,"Not Retired","46-60",0,41900
666,57,56,1963,2,"Male","919 Lafayette Avenue",35.85,-86.39,22760,36282,14141,725,1,"Retired","46-60",0.389752494349815,22501
335,46,68,1973,7,"Female","75 Birch Lane",26.74,-80.12,27696,56467,66565,688,3,"Not Retired","46-60",1.17883011316344,83093
639,55,73,1965,2,"Female","82 Jefferson Avenue",41.12,-83.01,18462,37645,46298,654,4,"Not Retired","46-60",1.22985788285297,56891
386,48,64,1971,11,"Male","3034 Third Boulevard",42.26,-71.8,24506,49967,62509,655,1,"Not Retired","46-60",1.25100566373807,25093
886,20,67,1999,11,"Male","189 Ninth Lane",40.17,-74.91,31656,64548,14864,726,1,"Not Retired","18-30",0.230278242548181,19991
297,20,66,1999,9,"Male","354 Main Drive",37.91,-76.47,13938,28421,77772,738,1,"Not Retired","18-30",2.73642728968017,29
1860,33,65,1986,6,"Female","689 Littlewood Lane",34.48,-87.28,17271,35213,87653,719,3,"Not Retired","31-45",2.48922273024167,38562
581,48,67,1971,3,"Male","1813 Second Lane",29.99,-90.24,14696,29962,55000,684,3,"Not Retired","46-60",1.83565850076764,43294
1910,49,59,1970,5,"Male","710 North Lane",27.48,-82.57,17590,35868,48465,562,4,"Not Retired","46-60",1.35120441619271,25292
731,31,73,1988,7,"Male","5558 Littlewood Avenue",40.32,-118.2,18734,38193,39874,703,3,"Not Retired","31-45",1.04401330086665,27797
21,48,66,1972,2,"Male","819 Park Boulevard",39.47,-87.38,21131,43084,0,850,3,"Not Retired","46-60",0,34572
273,42,72,1977,4,"Female","849 Norfolk Lane",41.16,-80.56,18351,37415,66403,665,1,"Not Retired","31-45",1.77476947748229,14600
63,40,64,1979,12,"Male","390 Tenth Street",40.72,-74.17,17370,35418,51741,660,6,"Not Retired","31-45",1.46086735558191,79329
786,18,62,2002,2,"Male","4279 West Boulevard",34.9,-79.01,15331,31259,40701,798,2,"Not Retired","18-30",1.30205700758182,28253
1886,26,66,1993,12,"Male","6693 George Drive",47.44,-122.28,20233,41255,85439,683,2,"Not Retired","18-30",2.07099745485396,27228
103,41,71,1978,3,"Female","8 Tenth Drive",35.82,-78.65,17056,34774,78060,850,5,"Not Retired","31-45",2.24478058319434,63477
1193,90,75,1929,11,"Female","6245 River Lane",41.69,-73.92,27934,51717,418,717,5,"Retired","60+",0.00808244871125549,138757
585,52,62,1967,9,"Male","5581 Federal Street",30.11,-97.3,20346,41483,64715,584,1,"Not Retired","46-60",1.5600366415158,19913
1532,28,65,1991,3,"Female","99 El Camino Drive",39.53,-79.01,17079,34825,65082,759,1,"Not Retired","18-30",1.86882986360373,18648
1958,51,72,1969,2,"Male","2994 Tenth Lane",35.05,-78.87,18316,37346,64030,680,5,"Not Retired","46-60",1.71450757778611,45695
744,58,67,1961,10,"Female","927 Ocean View Drive",25.77,-80.2,21923,44699,21685,842,5,"Not Retired","46-60",0.485133895612877,49516
1836,35,73,1984,10,"Male","356 Mill Street",28.92,-81.92,8491,17316,26872,748,1,"Not Retired","31-45",1.55185955185955,4600
477,57,67,1962,3,"Male","45 Maple Lane",44.75,-68.67,24259,49467,77465,697,5,"Not Retired","46-60",1.5659934906099,51273
1713,18,68,2001,11,"Female","3395 Spruce Drive",39.1,-94.62,16795,34242,0,837,1,"Not Retired","18-30",0,19079
1506,25,63,1994,10,"Male","2800 Third Drive",33.52,-86.79,34578,70502,90003,614,2,"Not Retired","18-30",1.27660208221043,40686
357,59,67,1960,9,"Female","645 Catherine Lane",42.35,-71.06,39312,80156,61817,735,4,"Not Retired","46-60",0.771208643145866,104691
535,51,63,1968,12,"Female","1248 Second Drive",41.53,-72.79,24393,49737,136056,643,1,"Not Retired","46-60",2.73550877616262,12200
778,60,60,1959,12,"Male","700 Lexington Avenue",40.52,-81.47,18794,31003,23000,699,3,"Retired","46-60",0.741863690610586,31095
950,23,66,1996,9,"Female","9264 Norfolk Lane",28.5,-81.37,14405,29376,51428,629,1,"Not Retired","18-30",1.75068082788671,3000
1080,56,63,1963,11,"Female","4581 Eighth Boulevard",32.19,-83.17,14425,29413,46043,703,2,"Not Retired","46-60",1.56539625335736,6970
1197,28,64,1992,1,"Female","146 Lafayette Drive",45.79,-122.69,27308,55684,114269,722,3,"Not Retired","18-30",2.05209755046333,54928
711,39,60,1980,10,"Male","6757 Eighth Avenue",39.01,-89.78,20056,40894,51844,657,1,"Not Retired","31-45",1.26776544236318,9562
1731,64,66,1956,1,"Female","599 First Drive",34.14,-117.45,23172,47242,62224,704,6,"Not Retired","60+",1.31713305956564,70256
451,65,67,1954,12,"Male","654 Birch Lane",41.26,-96.01,14199,28951,56777,711,2,"Not Retired","60+",1.96114123864461,8047
1290,53,68,1966,6,"Male","6223 Lexington Drive",33.1,-96.66,32580,66428,197102,669,2,"Not Retired","46-60",2.96715240561209,42404
1817,52,64,1968,2,"Female","25622 Lake Street",29.55,-95.27,36253,73920,166395,683,1,"Not Retired","46-60",2.25101461038961,43033
56,22,73,1998,2,"Female","5762 River Lane",40.76,-111.84,10539,21490,32587,682,2,"Not Retired","18-30",1.51637971149372,12700
1383,68,64,1951,4,"Female","315 Norfolk Lane",42.39,-71.1,31849,59938,36978,670,1,"Retired","60+",0.616937502085488,17432
1915,54,65,1965,6,"Male","758 Sixth Boulevard",41.32,-74.18,25534,52062,97881,775,4,"Not Retired","46-60",1.88008528293189,63424
1882,58,65,1961,10,"Male","860 Maple Avenue",37.59,-122.06,29097,59322,145137,694,3,"Not Retired","46-60",2.44659654091231,58214
1467,26,69,1993,9,"Female","229 Norfolk Street",42.58,-83.14,26120,53254,131334,736,1,"Not Retired","18-30",2.46618094415443,24498
1791,61,67,1958,11,"Male","4975 Madison Boulevard",39.77,-86.14,16045,32716,46919,593,3,"Not Retired","60+",1.43413008925296,47602
447,79,68,1940,3,"Male","5336 Tenth Drive",43.22,-86.25,19131,30977,21507,796,5,"Retired","60+",0.694289311424605,49948
1640,67,71,1952,10,"Female","311 Washington Lane",41.89,-84.04,17144,34954,5942,729,3,"Not Retired","60+",0.169994850374778,31531
636,47,69,1973,2,"Female","1342 Hill Lane",41.83,-87.68,11951,24372,63295,793,4,"Not Retired","46-60",2.59703758411292,26072
782,51,66,1968,7,"Female","2554 11th Lane",41.28,-84.36,18229,37169,93844,722,3,"Not Retired","46-60",2.52479216551427,26575
316,36,69,1983,8,"Male","995 Martin Luther King Street",29.76,-95.38,19554,39871,73726,719,4,"Not Retired","31-45",1.84911339068496,35056
1192,44,68,1976,2,"Female","1450 Rose Drive",44.22,-93.44,19630,40026,70877,768,1,"Not Retired","31-45",1.77077399690201,2001
787,19,67,2000,3,"Female","762 Lake Drive",29.61,-95.61,35183,71740,38238,767,2,"Not Retired","18-30",0.533008084750488,19580
251,21,66,1998,8,"Male","72834 Grant Boulevard",40.7,-73.61,20152,41087,22720,695,2,"Not Retired","18-30",0.552972959816974,29217
1351,18,55,2001,12,"Female","892 Third Boulevard",61.14,-149.76,28730,58579,94998,808,1,"Not Retired","18-30",1.62170743781901,13600
490,86,68,1933,9,"Male","90 Lexington Drive",29.45,-98.5,29557,33426,1852,699,4,"Retired","60+",0.0554059713995094,68507
1935,23,65,1997,2,"Female","98 Mountain View Drive",30.21,-92.02,22001,44862,78350,750,3,"Not Retired","18-30",1.74646694306986,61634
387,34,65,1985,10,"Male","8229 Bayview Avenue",41.4,-82.23,22261,45388,64749,723,1,"Not Retired","31-45",1.42656649334626,49
869,73,68,1946,9,"Male","9355 Ocean View Drive",33.85,-84.22,22682,34220,0,745,5,"Retired","60+",0,57377
1865,19,66,2000,9,"Male","616 Catherine Avenue",40.04,-75.42,58297,118862,276156,782,1,"Not Retired","18-30",2.32333294072117,36900
268,20,62,1999,9,"Female","825 Norfolk Drive",43.02,-78.75,29558,60265,80939,582,3,"Not Retired","18-30",1.34305152244255,35065
1124,45,66,1974,3,"Male","8385 Mill Boulevard",37.62,-83.41,11644,23740,4313,841,3,"Not Retired","31-45",0.18167649536647,15546
721,39,67,1980,5,"Male","9735 Birch Street",25.77,-80.2,18828,38386,74820,850,6,"Not Retired","31-45",1.94914812692127,52627
813,46,70,1973,6,"Male","285 Washington Street",41.99,-71.5,19065,38872,86648,585,1,"Not Retired","46-60",2.2290594772587,13417
152,37,68,1982,3,"Female","49 Tenth Street",33.72,-84.32,24196,49335,51520,773,3,"Not Retired","31-45",1.04428904428904,15260
1896,50,79,1969,9,"Female","6695 River Lane",41.91,-83.38,19736,40246,74352,641,5,"Not Retired","46-60",1.84743825473339,78315
1028,50,66,1970,1,"Male","1012 Hill Drive",41.83,-87.68,39789,81122,112394,682,5,"Not Retired","46-60",1.38549345430339,99036
922,18,64,2001,4,"Male","5819 Norfolk Drive",26.89,-82.05,14352,29265,37375,647,1,"Not Retired","18-30",1.2771228429865,28
549,51,65,1968,4,"Male","774 Wessex Lane",33.3,-111.74,30557,62304,113416,719,4,"Not Retired","46-60",1.820364663585,51316
565,54,65,1965,10,"Male","6721 Sussex Drive",32.98,-96.89,21381,43598,15891,757,4,"Not Retired","46-60",0.364489196752145,69458
1980,54,63,1965,5,"Male","990 West Street",29.37,-95.45,22856,46603,57177,612,1,"Not Retired","46-60",1.22689526425337,12224
1494,26,71,1993,3,"Male","7703 Fourth Avenue",26.14,-80.13,14191,28931,34511,711,4,"Not Retired","18-30",1.19287269710691,30424
1809,42,71,1977,9,"Female","338 Bayview Lane",38.81,-77.72,35905,73208,115827,664,6,"Not Retired","31-45",1.58216315156813,88674
637,42,68,1978,2,"Female","794 Lake Street",40.98,-74.06,37908,77288,46160,771,4,"Not Retired","31-45",0.597246661836249,99931
1770,30,66,1989,9,"Male","6657 West Street",26.61,-80.05,18415,37544,15489,703,4,"Not Retired","18-30",0.412555934370339,24031
527,58,65,1961,11,"Male","217 Fifth Lane",40.99,-88.72,19926,40628,66552,636,1,"Not Retired","46-60",1.63808211085951,10500
1139,24,68,1995,4,"Female","418 Elm Street",32.88,-84.67,15433,31469,53555,645,1,"Not Retired","18-30",1.70183355047825,19185
1459,53,65,1967,2,"Male","9385 Birch Street",35.11,-106.62,15385,31369,0,707,3,"Not Retired","46-60",0,23808
1544,36,65,1983,9,"Female","7643 Martin Luther King Street",40.1,-84.62,16351,33339,83353,679,2,"Not Retired","31-45",2.50016497195477,20417
1174,25,65,1994,11,"Male","944 Lexington Boulevard",30.6,-87.34,20273,41338,90737,772,1,"Not Retired","18-30",2.19500217717354,2066
112,54,66,1965,12,"Female","85 Lafayette Boulevard",43.98,-75.6,17220,35114,24637,686,5,"Not Retired","46-60",0.701628979894059,62042
369,39,65,1980,9,"Male","5193 East Street",38.22,-85.74,25258,51499,7226,788,4,"Not Retired","31-45",0.14031340414377,32042
994,85,67,1934,10,"Female","577 12th Lane",40.09,-74.21,13006,9795,396,771,7,"Retired","60+",0.0404287901990812,60198
1592,19,67,2000,9,"Male","1317 Wessex Lane",37.5,-122.3,46616,95045,132371,708,3,"Not Retired","18-30",1.39271923825556,33576
1029,66,72,1953,3,"Male","9218 Martin Luther King Avenue",27.9,-81.97,17944,36589,86573,676,3,"Not Retired","60+",2.36609363469895,32254
1680,59,63,1960,11,"Female","4701 Littlewood Drive",27.95,-82.48,28916,58959,109358,598,2,"Not Retired","46-60",1.85481436252311,32939
1052,61,61,1958,12,"Male","363 Third Drive",37.99,-122.27,25849,28210,22961,655,2,"Retired","60+",0.813931230060262,44511
494,39,68,1980,5,"Male","700 Rose Avenue",39.09,-76.85,27635,56347,32530,779,3,"Not Retired","31-45",0.577315562496672,55535
94,59,72,1961,1,"Female","704 Summit Drive",35.71,-81.15,18029,36760,95755,593,2,"Not Retired","46-60",2.60486942328618,33969
425,38,67,1981,11,"Male","8897 East Street",36.46,-121.82,29174,59482,130605,688,4,"Not Retired","31-45",2.19570626407989,146081
1720,55,60,1964,5,"Female","4941 Ocean View Drive",32.75,-97.33,12175,24827,60261,590,1,"Not Retired","46-60",2.4272364764168,1241
1699,67,65,1953,1,"Female","9205 Summit Street",37.42,-121.94,51631,52929,37514,737,7,"Retired","60+",0.708760792760113,217937
1495,52,70,1967,12,"Male","469 Mountain View Boulevard",39.77,-86.14,31114,63433,122550,770,7,"Not Retired","46-60",1.93195970551606,129048
1005,21,67,1998,11,"Male","78596 Birch Drive",29.76,-95.38,19364,39485,144101,685,1,"Not Retired","18-30",3.64951247309105,12035
439,33,59,1986,8,"Female","142 Valley Drive",41.47,-87.05,25472,51938,97252,697,2,"Not Retired","31-45",1.87246332165274,27132
1285,68,53,1951,12,"Female","6723 Maple Street",38.83,-77.21,30622,65298,18684,524,2,"Retired","60+",0.286134337958284,27657
1973,58,65,1962,1,"Female","501 Grant Lane",34.87,-85.5,15950,32520,29433,731,4,"Not Retired","46-60",0.905073800738007,54974
448,41,63,1978,8,"Male","992 Martin Luther King Avenue",41.48,-87.68,19359,39472,82626,698,1,"Not Retired","31-45",2.09328131333604,7200
1907,37,66,1982,5,"Female","4189 Birch Street",22.21,-159.41,16898,34457,48966,666,2,"Not Retired","31-45",1.42107554343094,14042
73,48,73,1971,12,"Male","2193 Sixth Avenue",41.71,-73.96,26227,53478,73030,674,3,"Not Retired","46-60",1.3656082875201,43452
1097,39,68,1980,10,"Male","952 Mountain View Boulevard",43.95,-86.44,15863,32343,59006,732,3,"Not Retired","31-45",1.8243824011378,27837
1644,83,65,1937,1,"Male","637 Seventh Street",34.66,-83.09,15406,31943,1248,686,6,"Retired","60+",0.0390695927120183,55662
967,41,56,1978,10,"Female","9413 12th Boulevard",43.28,-93.2,16081,32789,47679,699,2,"Not Retired","31-45",1.45411570953673,20246
1929,29,64,1990,8,"Male","1734 George Drive",37.72,-122.41,20536,41873,76725,717,1,"Not Retired","18-30",1.83232632006305,24576
1114,44,66,1976,1,"Male","9900 Ninth Avenue",39.02,-86.93,18204,37115,58438,685,3,"Not Retired","31-45",1.5745116529705,33948
1087,40,65,1979,12,"Female","613 George Boulevard",37.53,-84.66,15202,30997,81716,722,2,"Not Retired","31-45",2.63625512146337,16833
95,25,67,1994,8,"Female","157 Eighth Street",47.62,-122.16,43432,88554,142154,701,2,"Not Retired","18-30",1.60528039388396,63005
1778,29,63,1990,3,"Male","32595 River Drive",35.49,-119.3,14556,29682,65845,659,2,"Not Retired","18-30",2.21834782022775,24093
1031,61,68,1959,1,"Male","6762 Second Street",39.75,-104.42,26369,53762,37361,689,8,"Not Retired","60+",0.694933224210409,163472
788,19,66,2001,1,"Female","534 Norfolk Lane",40.71,-73.99,26718,54477,72241,802,2,"Not Retired","18-30",1.32608256695486,41523
728,30,67,1989,7,"Female","385 Grant Street",39.08,-94.35,16224,33076,50117,721,3,"Not Retired","18-30",1.51520740113678,31816
1639,58,67,1961,5,"Male","1034 Pine Boulevard",42.12,-80.08,24324,49595,68057,676,1,"Not Retired","46-60",1.37225526766811,31554
1587,31,67,1988,12,"Male","8803 Washington Boulevard",42.18,-70.73,40226,82019,64583,695,3,"Not Retired","31-45",0.787415111132786,102016
1883,76,66,1943,5,"Male","3462 Ocean Boulevard",38.49,-121.53,26815,51942,22839,723,4,"Retired","60+",0.43970197528012,90443
712,74,67,1945,3,"Female","54 Lafayette Street",32.63,-117.05,20102,29130,8746,720,5,"Retired","60+",0.300240302094061,82480
1414,71,66,1948,8,"Female","5822 Fourth Boulevard",38.35,-81.63,16835,13937,3854,783,4,"Retired","60+",0.27653009973452,24239
243,20,63,1999,3,"Male","592 Hillside Drive",41.84,-87.79,18714,38158,80609,666,1,"Not Retired","18-30",2.11250589653546,5158
146,47,67,1972,7,"Female","45 Ocean Lane",41.85,-88.3,33701,68710,201796,717,3,"Not Retired","46-60",2.93692330082957,73431
715,37,75,1983,1,"Female","94 Ocean Avenue",41.76,-88.15,49195,100303,53919,821,2,"Not Retired","31-45",0.537561189595526,101755
1489,58,65,1961,11,"Female","9191 Main Avenue",43.03,-71.07,25001,50980,87715,691,1,"Not Retired","46-60",1.72057669674382,14138
1232,18,69,2002,1,"Male","5504 Spruce Drive",42.4,-96.35,22958,46810,0,747,2,"Not Retired","18-30",0,44889
842,61,65,1959,2,"Male","945 Third Avenue",47.58,-122.03,50607,103185,206422,564,1,"Not Retired","60+",2.00050394921742,32808
486,23,71,1996,4,"Male","938 Maple Boulevard",36.25,-115.08,22907,46704,91946,810,1,"Not Retired","18-30",1.96869647139431,29674
763,35,61,1985,1,"Male","583 Seventh Street",39.99,-75.27,50579,103126,130160,642,1,"Not Retired","31-45",1.26214533677249,24300
154,48,61,1971,6,"Male","8993 Madison Avenue",34.93,-78.72,18376,37468,73448,666,3,"Not Retired","46-60",1.96028611081456,34497
704,51,67,1968,7,"Female","6840 North Lane",41.2,-73.73,55274,112695,35135,840,6,"Not Retired","46-60",0.311770708549625,311509
1409,23,65,1996,5,"Male","512 Tenth Street",42.77,-86.1,21668,44181,82622,701,1,"Not Retired","18-30",1.87007989859895,16998
1601,26,65,1993,5,"Female","388 Third Street",41.31,-73.84,33263,67820,86177,628,2,"Not Retired","18-30",1.27067236803303,29400
