id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,retirement_status,age_group,Debt_to_Income_Ratio,id.y,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,PIN_Change_Due
1863,44,61,1975,12,Female,25 Hill Drive,42.29,-85.22,21639,44124,107162,850,1,Not Retired,31-45,2.428655606925936,2213,Mastercard,Debit,5129325410635439,01/2022,128,YES,2,1298,2009-03-01T00:00:00Z,2012,Yes
1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,Retired,60+,0.02282123816777282,5855,Mastercard,Debit (Prepaid),5253525523982495,11/2024,565,YES,1,101,2006-12-01T00:00:00Z,2010,Yes
1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,Retired,60+,0.02282123816777282,5821,Visa,Debit (Prepaid),4585785809501379,09/2020,821,YES,1,70,2004-12-01T00:00:00Z,2007,Yes
1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,Retired,60+,0.02282123816777282,486,Mastercard,Debit,5408716058769165,07/2022,404,YES,3,15163,2020-01-01T00:00:00Z,2020,No
1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,Retired,60+,0.02282123816777282,2480,Mastercard,Debit (Prepaid),5607503519034023,01/2022,70,YES,1,107,2005-04-01T00:00:00Z,2011,Yes
1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,Retired,60+,0.02282123816777282,5169,Visa,Debit,4881313929814344,10/2009,863,YES,2,21107,2009-10-01T00:00:00Z,2009,Yes
1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,Retired,60+,0.02282123816777282,5248,Visa,Debit,4736934707075232,03/2023,978,YES,1,15807,2011-10-01T00:00:00Z,2011,Yes
1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,Retired,60+,0.02282123816777282,380,Mastercard,Debit,5113633089121120,08/2024,601,YES,2,18689,2019-01-01T00:00:00Z,2019,No
1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578,36764,839,712,8,Retired,60+,0.02282123816777282,2441,Mastercard,Debit,5753824282810836,01/2018,985,YES,2,15839,2003-04-01T00:00:00Z,2010,Yes
1268,47,63,1972,9,Male,857 Catherine Avenue,34.2,-86.15,14516,29597,44388,513,4,Not Retired,46-60,1.4997465959387777,2658,Visa,Credit,4636984888214448,04/2018,380,YES,2,5900,2010-04-01T00:00:00Z,2010,Yes
1268,47,63,1972,9,Male,857 Catherine Avenue,34.2,-86.15,14516,29597,44388,513,4,Not Retired,46-60,1.4997465959387777,4965,Mastercard,Debit,5961047404971216,06/2022,89,NO,1,11726,2002-10-01T00:00:00Z,2011,Yes
1268,47,63,1972,9,Male,857 Catherine Avenue,34.2,-86.15,14516,29597,44388,513,4,Not Retired,46-60,1.4997465959387777,5520,Mastercard,Debit,5437744884030865,02/2022,753,YES,1,13537,2008-11-01T00:00:00Z,2009,Yes
1268,47,63,1972,9,Male,857 Catherine Avenue,34.2,-86.15,14516,29597,44388,513,4,Not Retired,46-60,1.4997465959387777,1804,Visa,Debit,4674089067309589,07/2022,713,YES,1,10609,2020-02-01T00:00:00Z,2020,No
1565,37,66,1983,1,Female,33 Mill Street,39.09,-84.51,18959,38656,47523,584,1,Not Retired,31-45,1.2293822433774837,3820,Visa,Credit,4691166269279948,06/2021,911,YES,2,2000,2007-07-01T00:00:00Z,2007,Yes
1842,45,64,1974,10,Male,41307 Main Lane,35.11,-106.62,15385,31373,58481,637,2,Not Retired,31-45,1.8640550792082364,3743,Visa,Debit,4090165219603664,07/2023,593,YES,2,4817,2005-07-01T00:00:00Z,2014,Yes
1842,45,64,1974,10,Male,41307 Main Lane,35.11,-106.62,15385,31373,58481,637,2,Not Retired,31-45,1.8640550792082364,5426,Mastercard,Credit,5693202604748580,07/2024,166,YES,2,1300,2005-11-01T00:00:00Z,2011,Yes
664,22,68,1997,4,Female,751 Fifth Street,40.86,-76.78,16519,33681,78326,697,2,Not Retired,18-30,2.325524776580268,1516,Mastercard,Debit,5283468482627174,12/2023,465,YES,1,1684,2020-02-01T00:00:00Z,2020,No
664,22,68,1997,4,Female,751 Fifth Street,40.86,-76.78,16519,33681,78326,697,2,Not Retired,18-30,2.325524776580268,1805,Visa,Credit,4411219685754975,09/2024,926,YES,2,2000,2020-02-01T00:00:00Z,2020,No
485,39,64,1980,10,Male,6889 Summit Lane,35.48,-120.92,18740,38211,84427,665,2,Not Retired,31-45,2.2094946481379707,4154,Mastercard,Credit,5980816578498370,04/2022,655,YES,1,13200,2005-08-01T00:00:00Z,2009,Yes
485,39,64,1980,10,Male,6889 Summit Lane,35.48,-120.92,18740,38211,84427,665,2,Not Retired,31-45,2.2094946481379707,1517,Mastercard,Debit,5832889444154326,11/2021,820,YES,2,11641,2020-02-01T00:00:00Z,2020,No
244,40,62,1979,7,Female,8100 Hill Avenue,30.58,-84.58,13144,26802,43444,638,2,Not Retired,31-45,1.6209238116558466,1082,Mastercard,Credit,5304372689056153,02/2024,871,NO,2,7100,2006-02-01T00:00:00Z,2011,Yes
244,40,62,1979,7,Female,8100 Hill Avenue,30.58,-84.58,13144,26802,43444,638,2,Not Retired,31-45,1.6209238116558466,5953,Amex,Credit,308555388799852,12/2009,606,YES,1,8500,2009-12-01T00:00:00Z,2012,Yes
145,58,65,1962,1,Female,645 Hillside Lane,36.18,-82.07,12427,25334,182,696,3,Not Retired,46-60,0.00718402147311912,5521,Mastercard,Credit,5973231209388276,04/2021,257,YES,1,6000,2008-11-01T00:00:00Z,2013,Yes
145,58,65,1962,1,Female,645 Hillside Lane,36.18,-82.07,12427,25334,182,696,3,Not Retired,46-60,0.00718402147311912,3575,Mastercard,Credit,5703815520417524,07/2020,263,YES,2,2000,2014-06-01T00:00:00Z,2014,Yes
145,58,65,1962,1,Female,645 Hillside Lane,36.18,-82.07,12427,25334,182,696,3,Not Retired,46-60,0.00718402147311912,4058,Visa,Debit,4446819957867131,06/2020,232,YES,2,15240,2017-07-01T00:00:00Z,2017,Yes
866,34,67,1985,3,Male,4591 Third Drive,40.43,-79.97,30361,61904,125358,639,3,Not Retired,31-45,2.025038769707935,2110,Mastercard,Debit,5036617487964943,11/2024,765,YES,2,7272,2006-03-01T00:00:00Z,2016,Yes
866,34,67,1985,3,Male,4591 Third Drive,40.43,-79.97,30361,61904,125358,639,3,Not Retired,31-45,2.025038769707935,1806,Visa,Debit,4403825163350985,09/2022,451,YES,2,9542,2020-02-01T00:00:00Z,2020,No
866,34,67,1985,3,Male,4591 Third Drive,40.43,-79.97,30361,61904,125358,639,3,Not Retired,31-45,2.025038769707935,3337,Amex,Credit,399832211170214,11/2024,984,YES,1,4500,2007-06-01T00:00:00Z,2007,Yes
1424,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,13086,15348,1396,761,4,Retired,60+,0.090956476413865,4710,Mastercard,Credit,5033949193863455,05/2021,76,YES,2,8000,2009-09-01T00:00:00Z,2011,Yes
1424,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,13086,15348,1396,761,4,Retired,60+,0.090956476413865,4876,Visa,Debit (Prepaid),4035809761172506,08/2021,400,YES,1,84,2014-09-01T00:00:00Z,2014,Yes
1424,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,13086,15348,1396,761,4,Retired,60+,0.090956476413865,487,Mastercard,Debit,5004994096233324,03/2020,489,NO,1,9957,2020-01-01T00:00:00Z,2020,No
1424,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,13086,15348,1396,761,4,Retired,60+,0.090956476413865,3046,Mastercard,Credit,5474945486540306,06/2015,533,YES,2,8300,2010-05-01T00:00:00Z,2015,Yes
427,44,66,1975,11,Female,33 Pine Lane,36.15,-85.5,15955,32527,74331,705,3,Not Retired,31-45,2.2852092108094815,5625,Visa,Debit,4360960084502821,12/2010,641,YES,1,11739,2010-11-01T00:00:00Z,2011,Yes
427,44,66,1975,11,Female,33 Pine Lane,36.15,-85.5,15955,32527,74331,705,3,Not Retired,31-45,2.2852092108094815,269,Mastercard,Debit (Prepaid),5533615337478093,09/2022,743,YES,1,79,2011-01-01T00:00:00Z,2011,Yes
427,44,66,1975,11,Female,33 Pine Lane,36.15,-85.5,15955,32527,74331,705,3,Not Retired,31-45,2.2852092108094815,4819,Visa,Debit,4123364464470592,11/2024,574,YES,1,11093,2011-09-01T00:00:00Z,2011,Yes
684,51,63,1969,2,Male,1246 11th Boulevard,26.14,-80.13,21661,44170,90049,661,7,Not Retired,46-60,2.038691419515508,5210,Visa,Debit,4623790856154791,08/2022,42,YES,2,20447,2010-10-01T00:00:00Z,2016,Yes
684,51,63,1969,2,Male,1246 11th Boulevard,26.14,-80.13,21661,44170,90049,661,7,Not Retired,46-60,2.038691419515508,3088,Discover,Credit,6219867119924889,11/2022,425,YES,2,8800,2011-05-01T00:00:00Z,2011,Yes
684,51,63,1969,2,Male,1246 11th Boulevard,26.14,-80.13,21661,44170,90049,661,7,Not Retired,46-60,2.038691419515508,2768,Mastercard,Debit,5762936498559213,04/2023,657,YES,1,13946,2017-04-01T00:00:00Z,2017,Yes
684,51,63,1969,2,Male,1246 11th Boulevard,26.14,-80.13,21661,44170,90049,661,7,Not Retired,46-60,2.038691419515508,6022,Visa,Debit,4941352079368761,07/2020,963,NO,2,25529,2010-12-01T00:00:00Z,2010,Yes
684,51,63,1969,2,Male,1246 11th Boulevard,26.14,-80.13,21661,44170,90049,661,7,Not Retired,46-60,2.038691419515508,4474,Visa,Debit (Prepaid),4537642289527032,12/2022,450,YES,1,61,2018-08-01T00:00:00Z,2018,No
684,51,63,1969,2,Male,1246 11th Boulevard,26.14,-80.13,21661,44170,90049,661,7,Not Retired,46-60,2.038691419515508,4908,Mastercard,Debit,5726295152230615,02/2022,912,YES,2,17536,2017-09-01T00:00:00Z,2017,Yes
684,51,63,1969,2,Male,1246 11th Boulevard,26.14,-80.13,21661,44170,90049,661,7,Not Retired,46-60,2.038691419515508,334,Visa,Debit,4439425587555219,03/2015,568,YES,2,20770,2014-01-01T00:00:00Z,2014,Yes
1643,28,64,1991,6,Female,233 Oak Drive,45.47,-122.37,22599,46077,101450,686,1,Not Retired,18-30,2.2017492458276364,488,Mastercard,Debit (Prepaid),5169835962793021,02/2020,821,YES,2,22,2020-01-01T00:00:00Z,2020,No
1300,58,66,1961,3,Male,4988 Ocean View Lane,31.13,-93.27,11324,23092,20545,752,4,Not Retired,46-60,0.8897020613199377,1337,Mastercard,Debit,5280939323100579,07/2023,909,YES,1,10691,2014-02-01T00:00:00Z,2014,Yes
1300,58,66,1961,3,Male,4988 Ocean View Lane,31.13,-93.27,11324,23092,20545,752,4,Not Retired,46-60,0.8897020613199377,2601,Mastercard,Debit (Prepaid),5666642339206521,08/2010,996,YES,1,75,2009-04-01T00:00:00Z,2009,Yes
1300,58,66,1961,3,Male,4988 Ocean View Lane,31.13,-93.27,11324,23092,20545,752,4,Not Retired,46-60,0.8897020613199377,156,Mastercard,Credit,5042100576719658,07/2022,939,YES,1,4900,2008-01-01T00:00:00Z,2011,Yes
1300,58,66,1961,3,Male,4988 Ocean View Lane,31.13,-93.27,11324,23092,20545,752,4,Not Retired,46-60,0.8897020613199377,5754,Mastercard,Debit,5128552449628284,07/2020,95,YES,2,14661,1997-12-01T00:00:00Z,2009,Yes
283,19,69,2000,11,Male,74 Birch Avenue,40.75,-103.06,15064,30710,30956,680,2,Not Retired,18-30,1.0080104200586129,1518,Mastercard,Credit,5529511387485539,12/2020,568,YES,1,6900,2020-02-01T00:00:00Z,2020,No
283,19,69,2000,11,Male,74 Birch Avenue,40.75,-103.06,15064,30710,30956,680,2,Not Retired,18-30,1.0080104200586129,779,Visa,Credit,4069972993083771,01/2022,328,YES,2,5400,2020-01-01T00:00:00Z,2020,No
355,22,62,1997,11,Female,415 Madison Boulevard,35.87,-96.05,19856,40491,81879,691,2,Not Retired,18-30,2.0221530710528266,1519,Mastercard,Debit,5676668792174428,07/2024,869,YES,2,2725,2020-02-01T00:00:00Z,2020,No
355,22,62,1997,11,Female,415 Madison Boulevard,35.87,-96.05,19856,40491,81879,691,2,Not Retired,18-30,2.0221530710528266,1387,Discover,Credit,6525938932537502,02/2020,511,YES,2,19600,2019-02-01T00:00:00Z,2019,No
1669,44,62,1975,5,Male,6308 Maple Avenue,38.66,-121.62,25234,51454,151162,698,4,Not Retired,31-45,2.9378085280055974,3303,Visa,Debit,4739603201770871,07/2023,48,YES,2,2572,2005-06-01T00:00:00Z,2010,Yes
1669,44,62,1975,5,Male,6308 Maple Avenue,38.66,-121.62,25234,51454,151162,698,4,Not Retired,31-45,2.9378085280055974,4359,Mastercard,Credit,5445286323617902,12/2022,212,YES,2,5000,2011-08-01T00:00:00Z,2011,Yes
1669,44,62,1975,5,Male,6308 Maple Avenue,38.66,-121.62,25234,51454,151162,698,4,Not Retired,31-45,2.9378085280055974,2456,Discover,Credit,6350687054576802,12/2013,840,YES,1,10300,2004-04-01T00:00:00Z,2012,Yes
1669,44,62,1975,5,Male,6308 Maple Avenue,38.66,-121.62,25234,51454,151162,698,4,Not Retired,31-45,2.9378085280055974,6097,Amex,Credit,368765630381398,06/2018,731,YES,2,11400,2014-12-01T00:00:00Z,2014,Yes
845,58,72,1961,8,Male,860 Seventh Avenue,30.42,-86.61,18005,36710,116794,786,5,Not Retired,46-60,3.181530918005993,2055,Mastercard,Debit,5032880040092416,06/2024,626,YES,1,11203,2004-03-01T00:00:00Z,2008,Yes
845,58,72,1961,8,Male,860 Seventh Avenue,30.42,-86.61,18005,36710,116794,786,5,Not Retired,46-60,3.181530918005993,4599,Mastercard,Debit,5634291050750009,02/2021,759,YES,2,12369,2006-09-01T00:00:00Z,2010,Yes
845,58,72,1961,8,Male,860 Seventh Avenue,30.42,-86.61,18005,36710,116794,786,5,Not Retired,46-60,3.181530918005993,5943,Visa,Credit,4776334530519583,09/2017,925,YES,1,7900,2008-12-01T00:00:00Z,2017,Yes
845,58,72,1961,8,Male,860 Seventh Avenue,30.42,-86.61,18005,36710,116794,786,5,Not Retired,46-60,3.181530918005993,2855,Mastercard,Debit,5982817665927233,10/2014,390,YES,2,20362,2004-05-01T00:00:00Z,2012,Yes
845,58,72,1961,8,Male,860 Seventh Avenue,30.42,-86.61,18005,36710,116794,786,5,Not Retired,46-60,3.181530918005993,4491,Mastercard,Debit,5355473722620842,05/2021,63,YES,2,13529,1996-09-01T00:00:00Z,2007,Yes
1518,62,70,1957,8,Male,313 Martin Luther King Boulevard,34.47,-86.8,18533,37785,81500,745,3,Not Retired,60+,2.1569405848881833,1204,Discover,Credit,6183952528759947,12/2022,831,YES,2,16800,2010-02-01T00:00:00Z,2015,Yes
1518,62,70,1957,8,Male,313 Martin Luther King Boulevard,34.47,-86.8,18533,37785,81500,745,3,Not Retired,60+,2.1569405848881833,6083,Discover,Credit,6675475462886914,10/2022,64,YES,1,7100,2013-12-01T00:00:00Z,2013,Yes
1518,62,70,1957,8,Male,313 Martin Luther King Boulevard,34.47,-86.8,18533,37785,81500,745,3,Not Retired,60+,2.1569405848881833,2584,Visa,Credit,4444532245535178,11/2020,623,YES,1,9600,2008-04-01T00:00:00Z,2008,Yes
1591,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,16537,33717,58236,698,6,Not Retired,46-60,1.72719992881929,2056,Mastercard,Debit (Prepaid),5929148675838815,04/2021,955,YES,1,113,2004-03-01T00:00:00Z,2008,Yes
1591,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,16537,33717,58236,698,6,Not Retired,46-60,1.72719992881929,489,Mastercard,Debit,5596909204961650,04/2020,708,YES,1,16818,2020-01-01T00:00:00Z,2020,No
1591,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,16537,33717,58236,698,6,Not Retired,46-60,1.72719992881929,2043,Mastercard,Debit,5702444920277810,08/2021,137,YES,1,12358,2003-03-01T00:00:00Z,2003,Yes
1591,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,16537,33717,58236,698,6,Not Retired,46-60,1.72719992881929,5919,Amex,Credit,313237641072547,10/2011,951,YES,2,8100,2008-12-01T00:00:00Z,2012,Yes
1591,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,16537,33717,58236,698,6,Not Retired,46-60,1.72719992881929,2847,Visa,Credit,4654712521098398,03/2020,269,YES,2,9800,2003-05-01T00:00:00Z,2008,Yes
1591,58,66,1961,6,Female,2200 Third Drive,48.28,-122.62,16537,33717,58236,698,6,Not Retired,46-60,1.72719992881929,3967,Mastercard,Debit,5362951145456228,12/2024,818,YES,2,17332,2011-07-01T00:00:00Z,2012,Yes
1172,50,64,1970,2,Male,5154 Sixth Avenue,38.02,-121.3,14709,29994,100834,769,1,Not Retired,46-60,3.3618056944722277,1520,Mastercard,Credit,5496286717273458,11/2021,8,YES,2,6000,2020-02-01T00:00:00Z,2020,No
1629,42,63,1977,6,Female,53789 Bayview Street,26.14,-80.13,14430,29422,58679,598,1,Not Retired,31-45,1.9943919516008428,4290,Mastercard,Debit,5366247073382596,04/2021,515,YES,2,18776,2009-08-01T00:00:00Z,2012,Yes
675,40,67,1980,1,Male,42 Martin Luther King Drive,39.92,-77.8,17405,35489,91995,724,5,Not Retired,31-45,2.592211671222069,5249,Visa,Credit,4786002952683429,03/2022,965,YES,1,9300,2011-10-01T00:00:00Z,2011,Yes
675,40,67,1980,1,Male,42 Martin Luther King Drive,39.92,-77.8,17405,35489,91995,724,5,Not Retired,31-45,2.592211671222069,4454,Discover,Credit,6210885893076470,06/2021,895,YES,2,8000,2016-08-01T00:00:00Z,2016,Yes
675,40,67,1980,1,Male,42 Martin Luther King Drive,39.92,-77.8,17405,35489,91995,724,5,Not Retired,31-45,2.592211671222069,4020,Mastercard,Debit,5965800518603810,09/2021,609,NO,1,11194,2014-07-01T00:00:00Z,2014,Yes
675,40,67,1980,1,Male,42 Martin Luther King Drive,39.92,-77.8,17405,35489,91995,724,5,Not Retired,31-45,2.592211671222069,5261,Visa,Debit,4331686299440629,04/2023,525,YES,2,12754,2012-10-01T00:00:00Z,2012,Yes
675,40,67,1980,1,Male,42 Martin Luther King Drive,39.92,-77.8,17405,35489,91995,724,5,Not Retired,31-45,2.592211671222069,5250,Visa,Credit,4765714337874836,08/2024,983,YES,1,9700,2011-10-01T00:00:00Z,2013,Yes
577,28,65,1992,1,Female,769 Madison Drive,32.07,-110.92,16238,33106,108695,763,2,Not Retired,18-30,3.2832417084516403,3116,Mastercard,Debit,5591077047400631,09/2020,615,YES,1,17936,2012-05-01T00:00:00Z,2012,Yes
577,28,65,1992,1,Female,769 Madison Drive,32.07,-110.92,16238,33106,108695,763,2,Not Retired,18-30,3.2832417084516403,2627,Amex,Credit,313916461304111,01/2021,852,YES,1,8500,2010-04-01T00:00:00Z,2011,Yes
854,26,65,1994,2,Female,3716 North Boulevard,41.64,-88.44,29281,59699,71110,688,1,Not Retired,18-30,1.1911422301881105,302,Visa,Debit,4120824887309572,06/2023,110,YES,1,24826,2012-01-01T00:00:00Z,2012,Yes
1261,58,70,1961,7,Male,610 Oak Street,45.54,-122.64,33737,68787,171854,527,1,Not Retired,46-60,2.4983499789204355,4121,Visa,Debit,4637531059933425,03/2020,640,YES,1,27091,2003-08-01T00:00:00Z,2018,No
1227,65,67,1954,11,Female,727 Eighth Lane,42.37,-83.46,33031,67344,7049,804,4,Not Retired,60+,0.10467153718222856,3515,Mastercard,Debit (Prepaid),5072595305260459,01/2021,519,YES,1,67,2011-06-01T00:00:00Z,2011,Yes
1227,65,67,1954,11,Female,727 Eighth Lane,42.37,-83.46,33031,67344,7049,804,4,Not Retired,60+,0.10467153718222856,122,Amex,Credit,349565330549626,04/2020,178,NO,1,14600,2007-01-01T00:00:00Z,2007,Yes
1227,65,67,1954,11,Female,727 Eighth Lane,42.37,-83.46,33031,67344,7049,804,4,Not Retired,60+,0.10467153718222856,3545,Mastercard,Credit,5923231174018252,11/2021,392,YES,2,13500,2012-06-01T00:00:00Z,2012,Yes
1227,65,67,1954,11,Female,727 Eighth Lane,42.37,-83.46,33031,67344,7049,804,4,Not Retired,60+,0.10467153718222856,2310,Mastercard,Debit,5851845913045150,09/2023,71,YES,1,27132,2013-03-01T00:00:00Z,2013,Yes
733,36,68,1983,7,Male,895 Lexington Lane,31.49,-97.23,26061,53138,153374,606,4,Not Retired,31-45,2.88633369716587,3091,Mastercard,Debit,5904146428140246,12/2020,277,YES,2,2656,2011-05-01T00:00:00Z,2015,Yes
733,36,68,1983,7,Male,895 Lexington Lane,31.49,-97.23,26061,53138,153374,606,4,Not Retired,31-45,2.88633369716587,2529,Mastercard,Credit,5770203026188611,10/2024,676,YES,2,7800,2007-04-01T00:00:00Z,2011,Yes
733,36,68,1983,7,Male,895 Lexington Lane,31.49,-97.23,26061,53138,153374,606,4,Not Retired,31-45,2.88633369716587,3707,Discover,Credit,6689214851949611,03/2020,740,YES,1,13400,2004-07-01T00:00:00Z,2005,Yes
733,36,68,1983,7,Male,895 Lexington Lane,31.49,-97.23,26061,53138,153374,606,4,Not Retired,31-45,2.88633369716587,1048,Mastercard,Debit,5911600183016111,08/2023,315,NO,1,16726,2005-02-01T00:00:00Z,2020,No
454,88,65,1931,4,Female,9192 Birch Lane,46.87,-96.81,22214,38523,49,751,5,Retired,60+,0.00127196739610103,2098,Visa,Debit,4750958043493039,12/2024,269,YES,1,30162,2005-03-01T00:00:00Z,2010,Yes
454,88,65,1931,4,Female,9192 Birch Lane,46.87,-96.81,22214,38523,49,751,5,Retired,60+,0.00127196739610103,4767,Mastercard,Debit,5776356381459188,10/2010,394,YES,1,19970,2010-09-01T00:00:00Z,2010,Yes
454,88,65,1931,4,Female,9192 Birch Lane,46.87,-96.81,22214,38523,49,751,5,Retired,60+,0.00127196739610103,5735,Mastercard,Debit,5723126586825335,05/2024,268,YES,1,31199,2018-11-01T00:00:00Z,2018,No
454,88,65,1931,4,Female,9192 Birch Lane,46.87,-96.81,22214,38523,49,751,5,Retired,60+,0.00127196739610103,5456,Mastercard,Debit,5916860407845357,10/2024,827,YES,2,14983,2006-11-01T00:00:00Z,2010,Yes
454,88,65,1931,4,Female,9192 Birch Lane,46.87,-96.81,22214,38523,49,751,5,Retired,60+,0.00127196739610103,5287,Mastercard,Debit,5826782239602490,10/2014,629,YES,2,18491,2014-10-01T00:00:00Z,2014,Yes
961,76,63,1944,2,Male,3031 Essex Street,28.2,-82.59,34909,26660,28332,721,4,Retired,60+,1.0627156789197298,2201,Visa,Debit,4575519144263671,08/2021,618,YES,2,23094,2008-03-01T00:00:00Z,2011,Yes
961,76,63,1944,2,Male,3031 Essex Street,28.2,-82.59,34909,26660,28332,721,4,Retired,60+,1.0627156789197298,4584,Visa,Credit,4587193711138824,10/2022,166,YES,1,18300,2005-09-01T00:00:00Z,2005,Yes
961,76,63,1944,2,Male,3031 Essex Street,28.2,-82.59,34909,26660,28332,721,4,Retired,60+,1.0627156789197298,1389,Mastercard,Debit,5672981759485196,02/2024,676,YES,1,31907,2019-02-01T00:00:00Z,2019,No
961,76,63,1944,2,Male,3031 Essex Street,28.2,-82.59,34909,26660,28332,721,4,Retired,60+,1.0627156789197298,2202,Visa,Debit,4306238627611074,10/2020,588,YES,2,32761,2008-03-01T00:00:00Z,2008,Yes
768,53,67,1966,10,Female,709 River Lane,40.13,-75.06,34043,69412,177225,620,1,Not Retired,46-60,2.5532328703970495,4665,Mastercard,Debit,5359168203636426,04/2024,84,YES,1,11105,2008-09-01T00:00:00Z,2009,Yes
817,26,67,1993,5,Male,91 Lake Street,30.06,-89.93,32314,65888,162364,803,2,Not Retired,18-30,2.464242350655658,490,Mastercard,Debit,5778485837801732,08/2021,852,YES,2,32267,2020-01-01T00:00:00Z,2020,No
817,26,67,1993,5,Male,91 Lake Street,30.06,-89.93,32314,65888,162364,803,2,Not Retired,18-30,2.464242350655658,491,Mastercard,Debit,5517971919199348,09/2021,792,YES,1,30670,2020-01-01T00:00:00Z,2020,No
78,37,63,1983,1,Male,5320 Mountain View Street,33.95,-118.29,12362,25205,65179,688,1,Not Retired,31-45,2.585955167625471,5910,Visa,Debit (Prepaid),4749352761473241,01/2017,556,YES,2,83,2007-12-01T00:00:00Z,2007,Yes
1334,38,65,1981,4,Female,17 Tenth Avenue,43,-78.87,19433,39627,47793,718,4,Not Retired,31-45,1.2060716178363238,1157,Visa,Debit,4509551449788694,07/2020,152,YES,1,13821,2008-02-01T00:00:00Z,2009,Yes
1334,38,65,1981,4,Female,17 Tenth Avenue,43,-78.87,19433,39627,47793,718,4,Not Retired,31-45,1.2060716178363238,2866,Visa,Credit,4723027876552516,05/2021,423,YES,1,14400,2004-05-01T00:00:00Z,2010,Yes
1334,38,65,1981,4,Female,17 Tenth Avenue,43,-78.87,19433,39627,47793,718,4,Not Retired,31-45,1.2060716178363238,3761,Mastercard,Credit,5700626457783201,10/2010,713,YES,1,13300,2006-07-01T00:00:00Z,2007,Yes
1334,38,65,1981,4,Female,17 Tenth Avenue,43,-78.87,19433,39627,47793,718,4,Not Retired,31-45,1.2060716178363238,209,Visa,Credit,4144931322114018,08/2014,312,NO,1,9300,2009-01-01T00:00:00Z,2009,Yes
1610,42,66,1978,1,Female,12150 Mill Boulevard,32.32,-90.2,13717,27967,50159,690,2,Not Retired,31-45,1.7935066328172489,3968,Mastercard,Debit,5678294553512479,08/2022,15,YES,1,8580,2011-07-01T00:00:00Z,2011,Yes
1610,42,66,1978,1,Female,12150 Mill Boulevard,32.32,-90.2,13717,27967,50159,690,2,Not Retired,31-45,1.7935066328172489,5879,Mastercard,Credit,5771046456944706,10/2023,53,YES,2,6600,2007-12-01T00:00:00Z,2008,Yes
108,50,68,1969,11,Female,373 Sussex Drive,31.44,-93.45,18709,38142,0,768,4,Not Retired,46-60,0,2585,Visa,Debit,4466627264365741,06/2014,238,YES,1,12783,2008-04-01T00:00:00Z,2010,Yes
108,50,68,1969,11,Female,373 Sussex Drive,31.44,-93.45,18709,38142,0,768,4,Not Retired,46-60,0,1299,Mastercard,Debit,5085144478543466,05/2021,100,YES,2,14321,2012-02-01T00:00:00Z,2012,Yes
108,50,68,1969,11,Female,373 Sussex Drive,31.44,-93.45,18709,38142,0,768,4,Not Retired,46-60,0,4070,Visa,Debit,4814031516576169,12/2020,804,YES,2,14488,2018-07-01T00:00:00Z,2018,No
108,50,68,1969,11,Female,373 Sussex Drive,31.44,-93.45,18709,38142,0,768,4,Not Retired,46-60,0,780,Visa,Debit,4031726246937832,01/2020,126,NO,1,16116,2020-01-01T00:00:00Z,2020,No
1308,36,67,1984,2,Female,28 Lexington Drive,47.36,-122.1,28919,58964,71890,619,1,Not Retired,31-45,1.2192185062071772,4972,Visa,Credit,4900994567069763,07/2021,24,YES,2,14800,2002-10-01T00:00:00Z,2012,Yes
780,74,66,1945,11,Male,41 Rose Lane,42.35,-71.22,56720,58378,73124,652,1,Retired,60+,1.2525951557093429,6023,Visa,Debit (Prepaid),4129989012910230,07/2021,8,YES,2,43,2010-12-01T00:00:00Z,2011,Yes
1340,53,68,1966,8,Male,815 Hillside Drive,29.76,-95.38,26420,53872,64269,691,5,Not Retired,46-60,1.1929945054945057,1375,Visa,Debit,4249908788734063,07/2024,892,YES,2,36546,2017-02-01T00:00:00Z,2017,Yes
1340,53,68,1966,8,Male,815 Hillside Drive,29.76,-95.38,26420,53872,64269,691,5,Not Retired,46-60,1.1929945054945057,3272,Mastercard,Debit,5056109817639748,08/2021,165,YES,1,18462,2004-06-01T00:00:00Z,2007,Yes
